student_id,gender,school_type,parent_education,prior_gpa,attendance_pct,quiz_avg,assignment_avg,midterm_score,study_hours_per_week,on_time_submission_pct,lms_logins_per_week,forum_posts,commute_time,final_score,grade_band,at_risk
STU0225,Female,Semi-Government,Post Graduate,5.2,63.0,66.85,51.33,93.48,6.55,82.5,6,1,1.52,100.0,A,0
STU0226,Female,Private,High School,6.22,46.38,67.69,76.75,55.08,7.13,24.23,3,2,15.23,99.91,A,0
STU0227,Male,Semi-Government,Graduate,6.9,69.1,39.6,59.39,45.25,7.45,55.31,6,1,27.75,96.17,A,0
STU0228,Female,Private,High School,5.26,90.02,79.46,61.92,79.92,4.89,58.18,5,0,65.88,100.0,A,0
STU0229,Male,Semi-Government,Graduate,5.89,95.9,69.31,59.2,80.51,6.23,74.37,4,2,13.54,100.0,A,0
STU0230,Male,Government,Post Graduate,5.8,85.66,78.19,53.12,65.37,6.92,55.93,6,5,35.25,98.26,A,0
STU0231,Female,Semi-Government,Post Graduate,7.25,81.44,30.93,69.38,75.53,14.45,71.24,6,3,46.6,100.0,A,0
STU0232,Female,Government,Post Graduate,7.08,80.69,70.61,47.88,61.25,11.79,67.79,6,2,64.68,100.0,A,0
STU0233,Female,Semi-Government,Graduate,6.13,66.66,43.62,84.2,66.68,11.74,68.82,7,3,50.56,100.0,A,0
STU0234,Female,Government,High School,7.21,73.05,57.85,70.83,85.3,9.48,57.67,10,0,56.88,100.0,A,0
STU0235,Female,Semi-Government,High School,6.34,100.0,74.62,76.34,74.51,3.53,59.22,12,3,52.29,100.0,A,0
STU0236,Female,Government,High School,6.67,60.86,66.64,63.01,58.61,7.83,50.39,5,0,10.82,100.0,A,0
STU0237,Female,Private,Graduate,9.01,99.22,49.67,64.49,89.05,11.88,79.6,7,2,42.19,100.0,A,0
STU0238,Female,Private,Graduate,8.61,70.17,65.11,74.31,14.7,2.97,83.42,10,0,51.97,100.0,A,0
STU0239,Male,Government,Graduate,5.44,94.88,37.43,52.54,100.0,10.55,56.59,2,2,15.87,100.0,A,0
STU0240,Female,Semi-Government,Graduate,8.0,53.9,85.7,64.63,27.88,17.29,100.0,4,2,23.4,100.0,A,0
STU0241,Female,Government,Graduate,7.97,83.79,61.3,57.11,49.46,12.25,65.71,6,5,18.94,99.82,A,0
STU0242,Male,Semi-Government,High School,5.62,63.95,85.13,56.64,61.18,13.66,100.0,4,1,50.45,100.0,A,0
STU0243,Female,Private,Graduate,7.98,53.77,55.52,38.35,59.07,8.87,59.16,5,3,33.61,100.0,A,0
STU0244,Male,Semi-Government,Graduate,8.85,78.28,55.58,90.09,82.13,11.87,31.47,3,0,28.58,100.0,A,0
STU0245,Male,Private,High School,5.65,90.14,51.24,59.7,40.84,5.13,80.04,3,0,9.37,81.55,B,0
STU0246,Female,Semi-Government,Graduate,5.9,62.33,80.77,87.45,67.22,11.18,76.97,3,2,33.65,100.0,A,0
STU0247,Male,Semi-Government,High School,8.22,52.51,52.23,86.03,50.44,10.62,72.69,6,4,23.65,100.0,A,0
STU0248,Male,Semi-Government,High School,7.33,73.62,76.6,50.71,67.9,9.16,59.16,5,0,39.87,95.57,A,0
STU0249,Male,Government,Post Graduate,7.66,73.69,58.12,53.67,60.7,13.26,71.31,9,0,12.14,100.0,A,0
STU0250,Male,Government,Post Graduate,7.41,83.22,29.43,100.0,63.86,5.84,61.77,1,1,38.56,100.0,A,0
STU0251,Female,Private,Post Graduate,7.47,89.24,54.73,96.26,51.0,7.25,65.95,5,2,26.22,100.0,A,0
STU0252,Male,Private,Post Graduate,5.41,74.11,43.78,69.53,51.8,8.38,88.83,6,2,10.01,94.95,A,0
STU0253,Female,Government,Graduate,8.26,100.0,65.61,73.86,67.75,3.88,75.68,5,0,8.45,100.0,A,0
STU0254,Male,Private,Post Graduate,8.4,78.36,43.57,60.54,80.87,8.91,84.2,8,1,11.46,100.0,A,0
STU0255,Male,Government,High School,6.72,69.8,81.67,76.49,50.03,1.12,67.36,4,3,30.87,100.0,A,0
STU0256,Male,Semi-Government,Graduate,6.95,50.83,63.36,59.24,44.62,12.19,65.16,6,2,37.42,100.0,A,0
STU0257,Male,Private,Post Graduate,5.16,71.06,61.8,39.51,74.27,8.19,48.93,5,4,40.4,100.0,A,0
STU0258,Female,Private,High School,7.62,69.95,76.81,50.18,61.35,5.92,64.6,7,1,41.15,100.0,A,0
STU0259,Female,Government,Graduate,7.69,89.4,82.35,70.32,78.61,4.66,5.58,4,3,19.83,100.0,A,0
STU0260,Male,Private,Graduate,6.93,81.94,64.64,53.03,43.88,7.06,60.2,7,1,56.17,97.8,A,0
STU0261,Male,Private,Post Graduate,8.35,57.31,51.12,68.99,26.41,10.75,70.36,4,3,26.16,99.46,A,0
STU0262,Female,Semi-Government,Graduate,6.6,77.58,33.07,53.88,51.34,10.19,83.27,5,1,44.0,100.0,A,0
STU0263,Male,Private,High School,7.68,85.07,52.65,58.26,46.67,5.18,66.63,5,1,31.72,100.0,A,0
STU0264,Male,Semi-Government,Graduate,5.78,97.92,53.89,82.8,60.42,4.62,78.95,5,1,42.51,100.0,A,0
STU0265,Male,Government,High School,6.97,88.31,66.93,73.71,49.26,10.63,28.4,6,3,30.71,100.0,A,0
STU0266,Female,Private,Graduate,6.79,86.41,58.79,69.86,76.82,5.11,70.86,5,2,42.87,100.0,A,0
STU0267,Female,Semi-Government,Post Graduate,7.27,75.9,77.38,83.18,56.24,8.24,38.41,3,2,34.85,100.0,A,0
STU0268,Female,Government,High School,6.56,80.82,53.97,77.21,65.01,8.5,47.83,3,2,51.28,100.0,A,0
STU0269,Male,Private,Graduate,6.84,93.74,63.97,91.7,65.15,9.25,68.26,5,1,18.63,100.0,A,0
STU0270,Male,Government,Graduate,7.99,55.01,86.31,63.1,65.9,11.43,97.53,4,4,0.0,100.0,A,0
STU0271,Female,Private,Graduate,6.48,69.76,71.15,63.56,61.52,2.95,79.42,5,4,15.53,100.0,A,0
STU0272,Female,Government,High School,5.07,63.41,63.92,50.48,72.21,0.36,72.36,2,0,56.38,94.19,A,0
STU0273,Female,Government,High School,9.1,80.69,54.17,63.57,46.09,5.73,71.61,8,2,31.91,100.0,A,0
STU0274,Female,Semi-Government,High School,8.66,93.45,53.6,84.47,89.99,15.21,57.73,4,2,36.84,100.0,A,0
STU0275,Male,Government,Post Graduate,5.45,66.05,49.69,89.5,57.27,16.09,61.12,1,4,13.93,97.63,A,0
STU0276,Female,Private,Post Graduate,7.83,39.15,55.26,84.4,35.77,15.32,80.55,3,4,36.31,100.0,A,0
STU0277,Male,Private,High School,6.4,68.82,78.6,43.09,65.76,7.23,44.29,6,1,14.54,96.16,A,0
STU0278,Female,Semi-Government,Graduate,7.32,88.7,61.01,86.25,44.98,0.87,83.86,7,3,17.48,100.0,A,0
STU0279,Male,Private,Post Graduate,7.35,83.06,40.7,42.42,75.31,0.0,64.23,5,2,26.95,99.48,A,0
STU0280,Female,Private,High School,6.72,81.42,96.83,83.47,100.0,5.54,88.51,3,3,43.9,100.0,A,0
STU0281,Female,Private,Graduate,6.06,70.8,70.76,64.48,46.27,7.21,91.22,5,0,46.04,100.0,A,0
STU0282,Female,Government,Post Graduate,6.17,55.81,39.68,80.54,68.65,13.2,38.54,4,2,46.58,100.0,A,0
STU0283,Female,Government,Graduate,5.9,82.73,57.05,50.01,26.89,11.47,60.37,4,2,3.24,94.72,A,0
STU0284,Male,Private,Graduate,6.0,62.49,67.0,87.57,71.08,8.91,54.89,2,4,34.87,100.0,A,0
STU0285,Female,Semi-Government,Graduate,6.92,100.0,95.68,48.03,44.29,4.44,35.75,3,0,31.06,97.11,A,0
STU0286,Male,Government,Graduate,6.14,83.56,45.05,59.97,49.5,4.16,51.35,4,3,4.36,100.0,A,0
STU0287,Male,Semi-Government,Post Graduate,7.82,66.29,82.57,55.03,39.97,9.02,100.0,6,6,35.32,100.0,A,0
STU0288,Male,Private,Post Graduate,8.78,65.83,90.19,43.69,76.64,10.79,84.19,8,1,29.99,100.0,A,0
STU0289,Male,Private,Post Graduate,6.3,73.61,53.68,71.42,82.15,9.57,100.0,5,3,45.23,100.0,A,0
STU0290,Female,Government,High School,7.29,71.41,60.0,97.09,62.47,3.86,88.58,2,1,36.62,100.0,A,0
STU0291,Male,Private,Post Graduate,7.6,91.75,46.35,100.0,44.71,10.6,57.16,3,3,24.01,100.0,A,0
STU0292,Male,Government,Graduate,7.57,77.8,61.34,71.46,93.79,9.7,64.36,6,1,53.52,100.0,A,0
STU0293,Male,Private,Post Graduate,7.09,64.03,64.34,86.75,46.99,3.72,83.77,6,3,0.0,100.0,A,0
STU0294,Female,Private,Graduate,7.89,100.0,76.87,73.48,18.76,4.86,80.75,9,2,33.71,100.0,A,0
STU0295,Female,Government,High School,7.58,75.74,84.62,77.48,71.17,10.75,60.45,5,4,0.0,100.0,A,0
STU0296,Female,Government,Graduate,5.51,86.53,51.53,64.87,39.9,7.06,41.8,3,2,16.76,95.07,A,0
STU0297,Female,Government,Graduate,8.04,65.88,29.59,72.93,81.77,14.36,100.0,6,2,45.5,100.0,A,0
STU0298,Male,Private,Graduate,8.06,80.45,64.62,78.06,54.38,10.0,69.18,4,1,9.52,100.0,A,0
STU0299,Male,Private,High School,6.08,79.67,70.28,61.32,74.07,6.05,65.49,5,0,6.53,100.0,A,0
STU0300,Female,Semi-Government,Post Graduate,7.05,46.66,69.49,68.84,90.03,7.96,74.27,4,1,82.64,100.0,A,0
STU0301,Male,Government,Post Graduate,7.82,100.0,59.12,69.12,37.82,8.25,67.15,7,3,7.81,100.0,A,0
STU0302,Male,Private,High School,6.75,94.36,67.25,82.4,50.68,5.09,74.45,9,1,68.01,100.0,A,0
STU0303,Male,Private,Graduate,8.29,69.04,92.28,54.01,60.49,4.35,97.74,6,3,31.56,100.0,A,0
STU0304,Female,Government,Post Graduate,9.84,58.47,71.87,69.23,92.75,10.81,69.51,5,2,24.5,100.0,A,0
STU0305,Female,Semi-Government,High School,6.06,80.21,58.28,98.68,48.83,11.38,48.75,2,2,46.34,100.0,A,0
STU0306,Male,Government,Post Graduate,5.34,76.3,56.0,87.46,50.11,10.42,68.77,7,3,61.73,87.78,A,0
STU0307,Female,Semi-Government,High School,7.36,80.34,61.94,90.24,71.56,14.06,62.71,2,3,12.08,100.0,A,0
STU0308,Female,Private,Graduate,7.87,77.87,94.46,70.37,50.46,5.83,100.0,5,3,24.8,100.0,A,0
STU0309,Female,Semi-Government,Post Graduate,6.72,82.59,61.7,74.81,65.05,14.7,95.42,5,0,51.94,100.0,A,0
STU0310,Female,Private,High School,8.74,96.71,64.64,85.03,30.97,4.4,74.15,4,1,40.76,100.0,A,0
STU0311,Female,Government,Post Graduate,5.39,83.52,56.32,93.4,100.0,3.95,46.43,2,0,57.04,98.72,A,0
STU0312,Male,Government,Post Graduate,7.83,59.26,84.78,40.73,35.05,0.96,47.48,11,2,45.3,100.0,A,0
STU0313,Female,Government,Post Graduate,6.27,95.44,100.0,50.27,55.56,6.22,72.3,5,1,71.16,93.84,A,0
STU0314,Male,Semi-Government,Post Graduate,9.06,99.61,73.11,89.64,61.35,5.99,78.73,8,5,38.57,100.0,A,0
STU0315,Male,Private,High School,9.39,100.0,66.49,65.85,100.0,10.1,64.51,10,3,39.44,100.0,A,0
STU0316,Female,Government,Graduate,6.08,58.15,65.66,59.92,35.5,8.98,62.4,10,2,41.43,100.0,A,0
STU0317,Male,Government,High School,6.34,78.64,22.08,51.19,100.0,3.23,60.14,5,2,32.15,97.88,A,0
STU0318,Male,Private,High School,8.03,43.77,78.41,61.67,77.14,6.43,71.53,2,1,51.96,100.0,A,0
STU0319,Male,Government,High School,6.54,83.3,67.41,48.96,70.34,6.51,24.34,7,1,39.74,100.0,A,0
STU0320,Female,Private,Graduate,6.95,66.78,72.71,100.0,42.31,0.9,49.97,7,1,50.76,100.0,A,0
STU0321,Female,Private,Post Graduate,7.03,100.0,52.19,69.66,73.42,4.08,59.46,10,0,53.89,100.0,A,0
STU0322,Male,Private,Post Graduate,4.7,63.38,58.08,69.13,47.53,4.92,96.15,3,3,43.57,93.43,A,0
STU0323,Female,Private,Post Graduate,6.98,49.66,57.6,78.82,87.33,13.73,55.72,7,5,45.03,100.0,A,0
STU0324,Female,Private,Graduate,6.17,67.93,83.39,84.44,42.58,8.77,75.61,6,1,14.79,100.0,A,0
STU0325,Female,Semi-Government,Post Graduate,6.41,45.37,58.18,84.19,59.74,10.65,76.53,2,3,23.99,100.0,A,0
STU0326,Female,Government,Graduate,8.73,86.27,100.0,86.1,50.89,2.01,97.96,2,2,51.87,100.0,A,0
STU0327,Male,Semi-Government,Post Graduate,5.49,44.02,72.76,60.54,42.25,12.78,97.25,3,2,63.47,86.45,A,0
STU0328,Male,Government,Post Graduate,7.98,75.43,42.04,65.53,76.83,13.2,70.85,4,0,0.0,100.0,A,0
STU0329,Female,Semi-Government,High School,6.67,43.83,62.69,81.54,72.71,0.01,62.49,2,0,23.64,100.0,A,0
STU0330,Female,Private,Graduate,6.66,70.2,53.27,62.09,86.18,5.18,58.72,9,1,35.47,100.0,A,0
STU0331,Male,Government,High School,7.95,99.65,25.5,69.92,26.4,9.98,67.18,7,3,17.41,100.0,A,0
STU0332,Male,Government,High School,7.41,80.41,93.79,75.98,83.28,10.58,63.32,8,3,18.55,100.0,A,0
STU0333,Female,Semi-Government,High School,7.68,62.05,77.66,81.78,100.0,5.29,83.07,3,2,44.5,100.0,A,0
STU0334,Male,Semi-Government,Graduate,8.16,74.53,74.6,43.33,52.97,6.78,80.41,7,2,66.63,100.0,A,0
STU0335,Female,Government,Graduate,6.6,75.27,67.98,80.72,99.9,5.61,83.84,3,1,0.0,100.0,A,0
STU0336,Female,Semi-Government,Post Graduate,6.27,82.09,40.12,66.49,56.74,8.44,97.19,10,3,31.59,100.0,A,0
STU0337,Male,Semi-Government,High School,5.7,54.5,56.29,80.61,34.55,12.79,100.0,4,2,44.27,91.45,A,0
STU0338,Male,Semi-Government,Post Graduate,6.01,83.89,80.15,81.65,55.89,4.92,74.49,7,1,50.6,100.0,A,0
STU0339,Female,Private,High School,10.0,34.43,46.08,94.12,82.96,12.0,93.99,2,1,41.38,100.0,A,0
STU0340,Female,Private,Graduate,8.49,65.55,19.43,90.3,45.24,4.87,64.97,2,2,70.23,90.57,A,0
STU0341,Male,Semi-Government,Graduate,5.38,67.68,60.91,90.2,49.99,4.61,95.7,5,5,35.58,85.53,A,0
STU0342,Female,Semi-Government,Graduate,5.41,84.5,62.45,91.66,73.87,11.27,93.23,10,2,61.24,100.0,A,0
STU0343,Male,Private,High School,7.58,75.34,67.44,74.37,62.06,11.69,92.17,6,2,22.07,100.0,A,0
STU0344,Female,Private,Graduate,7.66,53.92,78.11,70.48,73.69,11.41,73.88,4,2,36.16,100.0,A,0
STU0345,Male,Government,High School,7.66,60.23,76.48,83.09,66.76,2.74,58.63,1,5,10.75,100.0,A,0
STU0346,Male,Government,Post Graduate,6.69,77.98,69.66,80.98,71.59,6.14,44.11,8,0,53.02,100.0,A,0
STU0347,Male,Private,High School,6.85,73.81,86.52,65.36,53.35,11.29,71.2,5,1,32.59,100.0,A,0
STU0348,Female,Semi-Government,Post Graduate,7.39,66.31,37.66,76.07,66.63,8.17,100.0,3,1,42.16,100.0,A,0
STU0349,Female,Semi-Government,High School,7.1,67.79,74.08,69.47,43.45,3.71,65.8,4,0,28.73,93.75,A,0
STU0350,Male,Semi-Government,Post Graduate,4.34,85.44,76.28,57.19,87.77,9.83,87.7,3,3,46.73,100.0,A,0
STU0351,Female,Semi-Government,Graduate,6.72,67.23,42.69,89.36,49.31,5.14,88.88,3,1,42.95,100.0,A,0
STU0352,Male,Government,Post Graduate,5.98,73.68,37.95,70.83,84.58,15.18,66.33,4,3,15.11,100.0,A,0
STU0353,Male,Private,Graduate,7.21,100.0,51.57,100.0,57.33,14.18,98.33,4,1,16.26,100.0,A,0
STU0354,Female,Semi-Government,Graduate,10.0,53.64,53.09,45.62,66.04,10.42,13.83,5,2,34.44,100.0,A,0
STU0355,Female,Government,Post Graduate,7.44,47.22,78.56,61.65,52.1,13.44,47.54,3,1,48.19,100.0,A,0
STU0356,Male,Semi-Government,High School,6.62,86.75,53.94,70.49,41.68,8.26,53.69,6,5,72.26,100.0,A,0
STU0357,Female,Private,High School,8.11,64.82,49.59,87.06,27.1,11.06,55.61,4,1,41.06,100.0,A,0
STU0358,Female,Government,High School,7.58,70.23,53.99,75.99,40.89,13.91,78.73,6,5,55.15,100.0,A,0
STU0359,Male,Private,High School,7.5,63.28,85.14,74.66,55.52,8.98,77.8,6,0,2.74,100.0,A,0
STU0360,Male,Private,High School,7.73,71.1,65.23,53.09,66.24,6.98,79.88,5,2,75.26,100.0,A,0
STU0361,Female,Government,Graduate,9.47,98.98,61.77,52.65,82.21,1.18,83.92,7,1,47.11,100.0,A,0
STU0362,Male,Government,High School,5.64,87.03,63.02,74.84,53.08,7.67,53.0,5,2,34.01,100.0,A,0
STU0363,Male,Government,Graduate,7.57,87.93,88.26,49.54,44.36,11.29,47.64,6,1,31.71,100.0,A,0
STU0364,Female,Government,Graduate,5.89,53.76,51.51,62.02,33.15,11.78,79.93,4,2,12.86,87.79,A,0
STU0365,Male,Government,Graduate,7.67,57.73,88.68,77.51,71.6,10.02,59.4,8,2,18.57,100.0,A,0
STU0366,Male,Government,Post Graduate,5.9,32.41,68.79,55.27,89.66,5.83,40.59,11,1,73.21,100.0,A,0
STU0367,Female,Government,Post Graduate,6.5,62.86,62.11,94.08,87.33,0.09,91.43,6,2,15.22,100.0,A,0
STU0368,Female,Semi-Government,Graduate,6.65,89.35,100.0,88.36,76.2,6.02,99.9,3,5,14.83,100.0,A,0
STU0369,Male,Private,Post Graduate,8.17,82.75,46.0,46.43,74.77,6.78,100.0,4,6,20.96,100.0,A,0
STU0370,Male,Government,High School,8.1,71.68,58.63,56.01,95.95,6.75,75.74,8,2,11.04,100.0,A,0
STU0371,Female,Semi-Government,High School,5.51,74.67,42.82,35.71,68.64,10.47,84.52,6,3,35.31,100.0,A,0
STU0372,Female,Semi-Government,Graduate,7.07,64.67,82.14,58.26,74.92,15.94,99.4,5,2,56.78,100.0,A,0
STU0373,Female,Semi-Government,High School,6.15,78.07,95.41,81.5,55.58,8.49,59.17,6,4,22.79,100.0,A,0
STU0374,Female,Private,Graduate,5.49,86.49,95.06,63.79,34.76,7.13,94.21,4,4,7.53,100.0,A,0
STU0375,Male,Government,Graduate,6.74,50.76,87.03,76.91,48.32,6.96,77.51,5,2,40.84,100.0,A,0
STU0376,Female,Semi-Government,High School,6.63,79.49,61.44,47.16,61.82,8.5,90.27,14,1,33.88,100.0,A,0
STU0377,Female,Private,Post Graduate,9.91,88.99,58.43,81.97,63.22,4.69,75.72,4,2,55.05,100.0,A,0
STU0378,Male,Private,High School,7.52,68.77,34.92,61.67,100.0,8.48,97.93,6,2,25.91,100.0,A,0
STU0379,Female,Private,High School,5.35,85.51,100.0,70.18,63.63,9.8,76.47,2,1,29.8,100.0,A,0
STU0380,Male,Semi-Government,Graduate,6.32,100.0,73.44,68.61,85.58,8.84,42.32,5,4,32.01,97.15,A,0
STU0381,Female,Government,Graduate,8.23,73.43,56.14,50.93,53.3,9.83,100.0,5,2,36.78,100.0,A,0
STU0382,Female,Semi-Government,Graduate,9.51,80.9,88.91,52.7,55.77,9.73,53.05,4,0,27.15,100.0,A,0
STU0383,Female,Semi-Government,Graduate,5.1,63.93,47.49,84.52,35.42,0.91,97.06,3,3,23.91,94.69,A,0
STU0384,Male,Government,Post Graduate,4.74,77.72,72.32,75.98,47.15,10.55,70.2,6,1,0.0,94.71,A,0
STU0385,Male,Government,Post Graduate,9.25,81.9,61.89,85.75,72.54,5.32,95.52,5,4,23.69,100.0,A,0
STU0386,Female,Government,Post Graduate,7.47,77.92,76.5,74.87,62.15,3.62,94.7,7,2,49.3,100.0,A,0
STU0387,Male,Private,Graduate,5.96,59.7,63.86,72.14,80.86,3.58,80.6,8,4,52.0,100.0,A,0
STU0388,Male,Government,Graduate,7.64,78.1,38.88,44.11,65.63,9.73,82.17,6,5,25.58,100.0,A,0
STU0389,Male,Semi-Government,Graduate,3.84,96.93,66.36,65.94,54.95,7.11,80.45,5,2,60.99,83.37,B,0
STU0390,Male,Government,Post Graduate,7.0,81.73,83.88,69.59,100.0,1.27,31.72,8,0,34.43,100.0,A,0
STU0391,Male,Semi-Government,Graduate,7.39,89.43,64.47,99.3,60.12,9.91,74.37,9,4,8.24,100.0,A,0
STU0392,Male,Private,High School,8.11,71.44,78.95,80.3,85.26,2.24,49.68,3,1,1.95,100.0,A,0
STU0393,Female,Semi-Government,High School,5.78,86.25,46.18,93.04,53.98,8.56,75.42,5,3,59.37,100.0,A,0
STU0394,Female,Semi-Government,Graduate,7.1,79.19,64.53,78.96,76.19,8.95,49.14,2,3,27.54,100.0,A,0
STU0395,Male,Government,High School,5.89,60.74,53.76,59.33,80.56,11.54,48.3,6,1,10.72,100.0,A,0
STU0396,Female,Government,High School,7.31,79.78,78.45,71.76,66.17,15.13,100.0,9,4,0.0,100.0,A,0
STU0397,Female,Semi-Government,Post Graduate,5.93,60.12,65.57,73.54,14.91,2.54,93.39,5,3,27.09,82.34,B,0
STU0398,Female,Government,Graduate,6.51,65.51,77.42,55.91,62.37,7.79,71.92,7,1,43.1,100.0,A,0
STU0399,Female,Private,Graduate,5.81,77.84,84.58,64.23,86.61,6.89,75.7,7,1,21.05,100.0,A,0
STU0400,Male,Private,Post Graduate,7.78,79.46,77.45,66.91,72.55,9.73,67.04,3,4,13.94,100.0,A,0
STU0401,Female,Government,High School,8.03,57.16,69.92,94.08,70.92,8.86,83.4,5,0,24.01,100.0,A,0
STU0402,Female,Private,High School,6.72,90.81,47.03,38.79,27.55,6.59,58.48,5,2,59.86,89.55,A,0
STU0403,Male,Government,Graduate,7.05,83.58,64.95,88.09,47.59,6.24,91.87,4,1,7.14,100.0,A,0
STU0404,Male,Semi-Government,High School,5.26,64.43,55.4,55.95,70.23,3.53,66.94,5,1,22.17,80.31,B,0
STU0405,Female,Semi-Government,Post Graduate,6.64,51.94,58.81,49.42,70.21,11.95,63.6,4,3,59.22,97.69,A,0
STU0406,Female,Private,Post Graduate,6.94,72.83,58.26,87.7,86.29,9.84,72.43,8,4,44.88,100.0,A,0
STU0407,Female,Government,Graduate,10.0,68.31,47.36,80.98,59.1,11.67,60.18,7,1,38.58,100.0,A,0
STU0408,Female,Government,Post Graduate,5.67,76.7,29.77,88.82,70.12,6.76,78.57,6,2,22.03,94.97,A,0
STU0409,Female,Private,Post Graduate,8.76,69.55,52.97,82.01,62.33,5.37,61.25,7,0,35.61,100.0,A,0
STU0410,Female,Semi-Government,Graduate,8.2,44.89,68.48,100.0,42.26,3.69,81.37,10,2,24.24,100.0,A,0
STU0411,Male,Private,Post Graduate,7.34,69.17,40.73,78.38,16.88,9.44,96.32,4,2,17.81,100.0,A,0
STU0412,Female,Semi-Government,Post Graduate,9.11,70.42,65.28,67.65,70.62,3.84,57.61,9,3,13.4,100.0,A,0
STU0413,Female,Government,Post Graduate,7.45,84.5,99.2,75.14,65.48,15.39,69.39,9,1,50.68,100.0,A,0
STU0414,Male,Semi-Government,High School,7.47,64.53,83.42,88.65,49.64,2.77,81.23,9,1,33.79,100.0,A,0
STU0415,Male,Private,Graduate,6.94,100.0,94.58,58.31,29.62,9.09,63.28,3,2,41.29,100.0,A,0
STU0416,Male,Government,Graduate,8.47,46.33,72.04,60.22,74.59,14.27,81.29,3,0,38.03,100.0,A,0
STU0417,Male,Private,Graduate,8.32,94.67,86.02,65.37,56.68,10.4,83.11,8,1,43.82,100.0,A,0
STU0418,Female,Private,High School,6.25,71.64,51.97,38.43,73.14,8.7,93.67,6,5,29.91,100.0,A,0
STU0419,Female,Semi-Government,High School,5.42,87.89,53.4,72.07,99.28,4.13,59.88,9,2,25.37,100.0,A,0
STU0420,Female,Private,Graduate,6.76,76.2,15.7,41.71,19.17,2.47,53.14,2,3,18.69,79.26,B,0
STU0421,Female,Semi-Government,High School,6.04,92.09,86.35,70.8,48.01,11.08,65.85,6,3,6.72,100.0,A,0
STU0422,Female,Government,Graduate,6.92,69.19,92.73,82.98,57.81,14.02,52.64,2,3,12.56,100.0,A,0
STU0423,Female,Semi-Government,High School,8.48,58.52,55.04,62.85,91.1,6.24,83.29,9,2,27.69,100.0,A,0
STU0424,Male,Government,Post Graduate,6.45,96.31,60.43,95.16,29.27,3.44,48.76,6,3,2.94,100.0,A,0
STU0425,Female,Semi-Government,Post Graduate,6.95,73.3,51.43,48.09,100.0,0.0,100.0,1,2,7.35,100.0,A,0
STU0426,Male,Private,Graduate,7.07,78.32,71.89,87.87,64.72,4.08,97.92,3,2,55.84,100.0,A,0
STU0427,Male,Semi-Government,High School,8.02,93.52,85.25,80.13,60.08,7.55,72.25,4,3,39.48,100.0,A,0
STU0428,Female,Semi-Government,High School,4.3,59.52,33.63,44.26,58.04,14.4,89.35,4,0,25.96,81.86,B,0
STU0429,Male,Government,Post Graduate,6.27,83.93,72.37,100.0,53.27,10.69,39.26,6,0,80.43,100.0,A,0
STU0430,Female,Private,Post Graduate,7.25,66.15,60.02,69.04,82.96,9.22,100.0,8,3,2.04,100.0,A,0
STU0431,Male,Semi-Government,High School,8.44,73.02,67.04,56.84,40.63,6.4,60.2,5,1,54.51,100.0,A,0
STU0432,Female,Private,High School,6.41,76.08,73.26,48.89,68.91,5.67,69.59,11,2,32.77,100.0,A,0
STU0433,Male,Semi-Government,High School,4.75,52.5,61.61,66.7,54.32,13.62,34.88,9,2,50.7,81.36,B,0
STU0434,Female,Semi-Government,High School,7.74,63.32,63.14,68.09,46.76,8.8,81.73,5,4,37.18,100.0,A,0
STU0435,Female,Private,High School,6.24,95.27,61.15,71.54,100.0,0.0,49.87,4,2,0.0,100.0,A,0
STU0436,Female,Semi-Government,High School,5.57,88.29,82.47,65.53,70.38,5.31,74.03,3,1,36.91,100.0,A,0
STU0437,Female,Private,Graduate,6.25,74.06,72.54,79.5,74.27,4.57,61.11,12,1,41.71,100.0,A,0
STU0438,Female,Semi-Government,High School,6.78,78.65,68.97,64.19,84.76,5.81,50.45,5,0,0.0,100.0,A,0
STU0439,Male,Government,Post Graduate,6.27,70.59,42.12,40.98,33.57,10.25,55.91,12,0,73.88,85.45,A,0
STU0440,Male,Private,Graduate,4.35,95.35,58.19,67.76,97.05,7.57,76.52,4,0,41.22,100.0,A,0
STU0441,Male,Semi-Government,High School,8.08,71.99,81.18,34.49,11.82,7.69,46.37,5,1,48.44,92.47,A,0
STU0442,Female,Semi-Government,Post Graduate,8.53,78.48,65.68,75.31,46.62,13.25,57.02,3,0,11.69,100.0,A,0
STU0443,Male,Government,Graduate,7.78,92.19,76.87,55.31,52.82,5.21,85.27,3,2,48.81,100.0,A,0
STU0444,Female,Private,Post Graduate,5.63,63.34,96.8,72.45,73.63,15.46,100.0,5,1,56.79,100.0,A,0
STU0445,Female,Semi-Government,High School,6.76,98.38,83.69,89.71,66.37,5.31,81.55,3,2,40.07,100.0,A,0
STU0446,Male,Government,High School,6.99,52.04,66.68,55.77,58.66,8.36,53.65,8,4,34.81,100.0,A,0
STU0447,Male,Semi-Government,High School,7.72,99.44,55.8,85.92,61.76,6.88,64.66,6,1,17.13,100.0,A,0
STU0448,Female,Private,High School,7.8,69.41,19.04,63.5,42.44,8.49,72.63,4,3,30.68,100.0,A,0
STU0449,Male,Semi-Government,Graduate,6.12,71.36,61.97,96.3,32.06,9.78,65.01,2,2,24.76,100.0,A,0
STU0450,Female,Semi-Government,Graduate,7.1,46.65,59.13,64.52,76.53,9.74,90.06,8,4,46.44,100.0,A,0
